2025/09/11 13:39:01 Logger initialized. Subsequent logs will be written to log/server.log
2025/09/11 13:39:01 Attempting to connect to PostgreSQL at postgresql:5432
2025/09/11 13:39:01 Connected to PostgreSQL database successfully
2025/09/11 13:39:15 IP 79.142.252.72 alive status: false
2025/09/11 13:39:15 IP 136.29.132.198 alive status: false
2025/09/11 13:39:15 IP 124.214.129.109 alive status: false
2025/09/11 13:39:15 IP 126.192.92.160 alive status: false
2025/09/11 13:39:15 IP 211.118.239.0 alive status: false
2025/09/11 13:39:15 IP 217.192.16.5 alive status: false
2025/09/11 13:39:15 IP 158.247.90.69 alive status: false
2025/09/11 13:39:15 IP 29.214.83.43 alive status: false
2025/09/11 13:39:15 IP 73.188.159.104 alive status: false
2025/09/11 13:39:15 IP 117.197.58.118 alive status: false
2025/09/11 13:39:15 IP 116.114.124.167 alive status: false
2025/09/11 13:39:15 IP 244.104.211.169 alive status: false
2025/09/11 13:39:15 IP 138.213.13.53 alive status: false
2025/09/11 13:39:15 IP 216.180.105.27 alive status: false
2025/09/11 13:39:15 IP 148.155.222.178 alive status: false
2025/09/11 13:39:15 IP 243.134.148.148 alive status: false
2025/09/11 13:39:15 IP 146.101.182.146 alive status: false
2025/09/11 13:39:15 IP 122.9.57.211 alive status: false
2025/09/11 13:39:15 IP 176.133.70.54 alive status: false
2025/09/11 13:39:15 IP 101.218.224.28 alive status: false
2025/09/11 13:39:15 IP 200.206.110.21 alive status: false
2025/09/11 13:39:15 IP 48.184.160.142 alive status: false
2025/09/11 13:39:15 IP 37.138.121.187 alive status: false
2025/09/11 13:39:15 IP 76.104.0.67 alive status: false
2025/09/11 13:39:15 IP 101.104.94.221 alive status: false
2025/09/11 13:39:15 IP 241.187.90.56 alive status: false
2025/09/11 13:39:15 IP 39.145.171.241 alive status: false
2025/09/11 13:39:15 IP 193.109.161.74 alive status: false
2025/09/11 13:39:15 IP 96.23.57.186 alive status: false
2025/09/11 13:39:15 IP 26.86.225.78 alive status: false
2025/09/11 13:39:15 IP 22.158.249.203 alive status: false
2025/09/11 13:39:15 IP 180.142.254.242 alive status: false
2025/09/11 13:39:15 IP 224.193.162.241 alive status: false
2025/09/11 13:39:15 IP 240.147.8.52 alive status: false
2025/09/11 13:39:15 IP 224.104.142.213 alive status: false
2025/09/11 13:39:15 IP 143.91.117.254 alive status: false
2025/09/11 13:39:15 IP 85.242.163.185 alive status: false
2025/09/11 13:39:15 IP 38.5.9.218 alive status: false
2025/09/11 13:39:15 IP 115.103.175.150 alive status: false
2025/09/11 13:39:15 IP 237.220.246.239 alive status: false
2025/09/11 13:39:15 IP 243.74.106.66 alive status: false
2025/09/11 13:39:15 IP 89.165.11.26 alive status: false
2025/09/11 13:39:15 IP 151.221.86.114 alive status: false
2025/09/11 13:39:15 IP 59.253.74.65 alive status: false
2025/09/11 13:39:15 IP 53.223.7.52 alive status: false
2025/09/11 13:39:15 IP 37.228.242.101 alive status: false
2025/09/11 13:39:15 IP 238.170.99.62 alive status: false
2025/09/11 13:39:15 IP 76.160.132.121 alive status: false
2025/09/11 13:39:15 IP 246.198.178.176 alive status: false
2025/09/11 13:39:15 IP 167.228.184.172 alive status: false
2025/09/11 13:39:15 IP 105.252.118.84 alive status: false
2025/09/11 13:39:15 IP 32.141.124.35 alive status: false
2025/09/11 13:39:15 IP 231.164.41.24 alive status: false
2025/09/11 13:39:15 IP 198.112.202.147 alive status: false
2025/09/11 13:39:15 IP 125.49.100.56 alive status: false
2025/09/11 13:39:15 IP 214.11.110.199 alive status: false
2025/09/11 13:39:15 IP 39.111.225.163 alive status: false
2025/09/11 13:39:15 IP 28.138.148.196 alive status: false
2025/09/11 13:39:15 IP 24.61.55.233 alive status: false
2025/09/11 13:39:15 IP 40.170.90.39 alive status: false
2025/09/11 13:39:15 IP 1.61.190.63 alive status: false
2025/09/11 13:39:15 IP 203.122.17.0 alive status: false
2025/09/11 13:39:15 IP 81.48.46.128 alive status: false
2025/09/11 13:39:15 IP 103.116.178.135 alive status: false
2025/09/11 13:39:15 IP 81.139.66.29 alive status: false
2025/09/11 13:39:15 IP 253.210.102.229 alive status: false
2025/09/11 13:39:15 IP 250.107.234.163 alive status: false
2025/09/11 13:39:15 IP 72.37.197.211 alive status: false
2025/09/11 13:39:15 IP 151.1.69.231 alive status: false
2025/09/11 13:39:15 IP 47.159.229.145 alive status: false
2025/09/11 13:39:15 IP 135.86.64.131 alive status: false
2025/09/11 13:39:15 IP 222.66.241.95 alive status: false
2025/09/11 13:39:15 IP 150.50.2.50 alive status: false
2025/09/11 13:39:15 IP 55.132.223.85 alive status: false
2025/09/11 13:39:15 IP 166.212.185.56 alive status: false
2025/09/11 13:39:15 IP 182.132.132.167 alive status: false
2025/09/11 13:39:15 IP 252.170.58.225 alive status: false
2025/09/11 13:39:15 IP 113.156.43.89 alive status: false
2025/09/11 13:39:15 IP 215.174.49.216 alive status: false
2025/09/11 13:39:15 IP 100.147.181.122 alive status: false
2025/09/11 13:39:15 IP 159.224.238.142 alive status: false
2025/09/11 13:39:15 IP 9.68.144.202 alive status: false
2025/09/11 13:39:15 IP 125.111.164.190 alive status: false
2025/09/11 13:39:15 IP 104.155.107.42 alive status: false
2025/09/11 13:39:15 IP 195.154.74.37 alive status: false
2025/09/11 13:39:15 IP 66.89.161.225 alive status: false
2025/09/11 13:39:15 IP 7.53.127.52 alive status: false
2025/09/11 13:39:15 IP 192.106.63.164 alive status: false
2025/09/11 13:39:15 IP 54.129.25.241 alive status: false
2025/09/11 13:39:15 IP 186.78.174.107 alive status: false
2025/09/11 13:39:15 IP 88.140.63.127 alive status: false
2025/09/11 13:39:15 IP 145.202.133.227 alive status: false
2025/09/11 13:39:15 IP 114.72.182.232 alive status: false
2025/09/11 13:39:15 IP 52.98.252.62 alive status: false
2025/09/11 13:39:15 IP 237.239.180.71 alive status: false
2025/09/11 13:39:15 IP 144.14.171.60 alive status: false
2025/09/11 13:39:15 IP 186.139.126.34 alive status: false
2025/09/11 13:39:15 IP 11.1.27.139 alive status: false
2025/09/11 13:39:15 IP 100.227.84.163 alive status: false
2025/09/11 13:39:15 IP 252.62.184.80 alive status: false
2025/09/11 13:39:15 IP 46.41.57.177 alive status: false
2025/09/11 13:39:15 IP 159.237.208.244 alive status: false
2025/09/11 13:39:15 IP 192.9.146.73 alive status: false
2025/09/11 13:39:15 IP 7.35.253.4 alive status: false
2025/09/11 13:39:15 IP 8.82.11.193 alive status: false
2025/09/11 13:39:15 IP 1.71.188.160 alive status: false
2025/09/11 13:39:15 IP 111.201.8.48 alive status: false
2025/09/11 13:39:15 IP 79.180.103.208 alive status: false
2025/09/11 13:39:15 IP 10.138.47.138 alive status: false
2025/09/11 13:39:15 IP 40.38.212.217 alive status: false
2025/09/11 13:39:15 IP 71.240.191.252 alive status: false
2025/09/11 13:39:15 IP 52.170.36.228 alive status: false
2025/09/11 13:39:15 IP 92.85.132.55 alive status: false
2025/09/11 13:39:15 IP 249.43.102.169 alive status: false
2025/09/11 13:39:15 IP 197.48.204.240 alive status: false
2025/09/11 13:39:15 IP 58.147.201.77 alive status: false
2025/09/11 13:39:15 IP 167.118.113.178 alive status: false
2025/09/11 13:39:15 IP 212.120.28.249 alive status: false
2025/09/11 13:39:15 IP 248.209.121.243 alive status: false
2025/09/11 13:39:15 IP 229.17.237.125 alive status: false
2025/09/11 13:39:15 IP 154.24.49.14 alive status: false
2025/09/11 13:39:15 IP 7.161.236.245 alive status: false
2025/09/11 13:39:15 IP 254.13.197.243 alive status: false
2025/09/11 13:39:15 IP 4.154.5.223 alive status: false
2025/09/11 13:39:15 IP 174.246.11.55 alive status: false
2025/09/11 13:39:15 IP 58.95.53.158 alive status: false
2025/09/11 13:39:15 IP 161.205.110.89 alive status: false
2025/09/11 13:39:15 IP 255.86.67.132 alive status: false
2025/09/11 13:39:15 IP 158.132.90.108 alive status: false
2025/09/11 13:39:15 IP 40.152.75.68 alive status: false
2025/09/11 13:39:15 IP 160.75.53.176 alive status: false
2025/09/11 13:39:15 IP 161.2.30.154 alive status: false
2025/09/11 13:39:15 IP 70.70.172.66 alive status: false
2025/09/11 13:39:15 IP 131.35.55.82 alive status: false
2025/09/11 13:39:15 IP 125.196.120.227 alive status: false
2025/09/11 13:39:15 IP 237.170.126.107 alive status: false
2025/09/11 13:39:15 IP 150.218.121.229 alive status: false
2025/09/11 13:39:15 IP 31.185.236.222 alive status: false
2025/09/11 13:39:15 IP 163.134.8.168 alive status: false
2025/09/11 13:39:15 IP 239.143.172.178 alive status: false
2025/09/11 13:39:15 IP 65.119.165.202 alive status: false
2025/09/11 13:39:15 IP 42.197.155.129 alive status: false
2025/09/11 13:39:15 IP 82.112.127.239 alive status: false
2025/09/11 13:39:15 IP 167.190.247.63 alive status: false
2025/09/11 13:39:15 IP 123.245.108.2 alive status: false
2025/09/11 13:39:15 IP 154.170.228.188 alive status: false
2025/09/11 13:39:15 IP 162.16.93.226 alive status: false
2025/09/11 13:39:15 IP 131.148.92.141 alive status: false
2025/09/11 13:39:15 IP 227.138.41.99 alive status: false
2025/09/11 13:39:15 IP 170.67.198.119 alive status: false
2025/09/11 13:39:15 IP 140.80.28.42 alive status: false
2025/09/11 13:39:15 IP 86.242.56.143 alive status: false
2025/09/11 13:39:15 IP 100.100.110.85 alive status: false
2025/09/11 13:39:15 IP 237.109.43.36 alive status: false
2025/09/11 13:39:15 IP 190.30.40.69 alive status: false
2025/09/11 13:39:15 IP 98.19.69.185 alive status: false
2025/09/11 13:39:15 IP 22.148.84.191 alive status: false
2025/09/11 13:39:15 IP 76.126.74.100 alive status: false
2025/09/11 13:39:15 IP 105.237.70.69 alive status: false
2025/09/11 13:39:15 IP 122.29.225.41 alive status: false
2025/09/11 13:39:15 IP 153.94.58.180 alive status: false
2025/09/11 13:39:15 IP 72.86.209.206 alive status: false
2025/09/11 13:39:15 IP 140.142.244.241 alive status: false
2025/09/11 13:39:15 IP 86.92.17.65 alive status: false
2025/09/11 13:39:15 IP 62.169.66.163 alive status: false
2025/09/11 13:39:15 IP 110.220.255.213 alive status: false
2025/09/11 13:39:15 IP 101.139.197.198 alive status: false
2025/09/11 13:39:15 IP 161.165.222.12 alive status: false
2025/09/11 13:39:15 IP 135.27.201.181 alive status: false
2025/09/11 13:39:15 IP 243.139.145.137 alive status: false
2025/09/11 13:39:15 IP 229.17.250.193 alive status: false
2025/09/11 13:39:15 IP 21.108.105.50 alive status: false
2025/09/11 13:39:15 IP 247.131.164.102 alive status: false
2025/09/11 13:39:15 IP 157.30.145.206 alive status: false
2025/09/11 13:39:15 IP 27.42.167.135 alive status: false
2025/09/11 13:39:15 IP 239.230.71.211 alive status: false
2025/09/11 13:39:15 IP 0.0.190.173 alive status: false
2025/09/11 13:39:15 IP 145.140.107.36 alive status: false
2025/09/11 13:39:15 IP 236.247.96.80 alive status: false
2025/09/11 13:39:15 IP 179.199.206.188 alive status: false
2025/09/11 13:39:15 IP 81.93.13.208 alive status: false
2025/09/11 13:39:15 IP 171.118.184.21 alive status: false
2025/09/11 13:39:15 IP 33.70.25.229 alive status: false
2025/09/11 13:39:15 IP 36.136.232.120 alive status: false
2025/09/11 13:39:15 IP 48.69.190.246 alive status: false
2025/09/11 13:39:15 IP 13.3.31.237 alive status: false
2025/09/11 13:39:15 IP 117.254.111.159 alive status: false
2025/09/11 13:39:15 IP 38.41.157.194 alive status: false
2025/09/11 13:39:15 IP 21.20.45.1 alive status: false
2025/09/11 13:39:15 IP 249.226.147.185 alive status: false
2025/09/11 13:39:15 IP 74.63.32.192 alive status: false
2025/09/11 13:39:15 IP 238.184.157.39 alive status: false
2025/09/11 13:39:15 IP 136.209.67.44 alive status: false
2025/09/11 13:39:15 IP 186.12.9.11 alive status: false
2025/09/11 13:39:15 IP 94.186.229.151 alive status: false
2025/09/11 13:39:15 IP 94.215.79.63 alive status: false
2025/09/11 13:39:15 IP 192.99.139.48 alive status: false
2025/09/11 13:39:15 IP 41.68.88.140 alive status: false
2025/09/11 13:39:15 IP 54.126.247.47 alive status: false
2025/09/11 13:39:15 IP 183.97.190.117 alive status: false
2025/09/11 13:39:15 IP 102.72.105.10 alive status: false
2025/09/11 13:39:15 IP 7.76.234.23 alive status: false
2025/09/11 13:39:15 IP 92.21.244.11 alive status: false
2025/09/11 13:39:15 IP 122.203.152.110 alive status: false
2025/09/11 13:39:15 IP 10.179.254.104 alive status: false
2025/09/11 13:39:15 IP 165.8.77.161 alive status: false
2025/09/11 13:39:15 IP 86.39.218.85 alive status: false
2025/09/11 13:39:15 IP 17.9.64.231 alive status: false
2025/09/11 13:39:15 IP 179.44.128.1 alive status: false
2025/09/11 13:39:15 IP 91.202.253.44 alive status: false
2025/09/11 13:39:15 IP 17.187.245.177 alive status: false
2025/09/11 13:39:15 IP 57.240.212.235 alive status: false
2025/09/11 13:39:15 IP 204.44.197.232 alive status: false
2025/09/11 13:39:15 IP 138.48.41.74 alive status: false
2025/09/11 13:39:15 IP 59.66.63.206 alive status: false
2025/09/11 13:39:15 IP 136.129.61.56 alive status: false
2025/09/11 13:39:15 IP 113.8.19.144 alive status: false
2025/09/11 13:39:15 IP 251.100.172.175 alive status: false
2025/09/11 13:39:15 IP 60.117.55.129 alive status: false
2025/09/11 13:39:15 IP 174.58.137.158 alive status: false
2025/09/11 13:39:15 IP 246.220.254.65 alive status: false
2025/09/11 13:39:15 IP 180.233.186.155 alive status: false
2025/09/11 13:39:15 IP 127.117.95.180 alive status: false
2025/09/11 13:39:15 IP 194.157.175.48 alive status: false
2025/09/11 13:39:15 IP 186.244.204.193 alive status: false
2025/09/11 13:39:15 IP 179.90.255.108 alive status: false
2025/09/11 13:39:15 IP 36.25.242.5 alive status: false
2025/09/11 13:39:15 IP 209.16.100.63 alive status: false
2025/09/11 13:39:15 IP 29.152.230.181 alive status: false
2025/09/11 13:39:15 IP 177.21.206.40 alive status: false
2025/09/11 13:39:15 IP 109.49.168.116 alive status: false
2025/09/11 13:39:15 IP 185.52.189.56 alive status: false
2025/09/11 13:39:15 IP 50.133.247.195 alive status: false
2025/09/11 13:39:15 IP 56.6.114.150 alive status: false
2025/09/11 13:39:15 IP 124.135.190.157 alive status: false
2025/09/11 13:39:15 IP 16.229.198.206 alive status: false
2025/09/11 13:39:15 IP 123.130.125.226 alive status: false
2025/09/11 13:39:15 IP 110.60.83.108 alive status: false
2025/09/11 13:39:15 IP 102.181.215.227 alive status: false
2025/09/11 13:39:15 IP 11.144.0.245 alive status: false
2025/09/11 13:39:15 IP 254.240.141.2 alive status: false
2025/09/11 13:39:15 IP 181.168.192.35 alive status: false
2025/09/11 13:39:15 IP 49.58.182.3 alive status: false
2025/09/11 13:39:15 IP 249.73.251.201 alive status: false
2025/09/11 13:39:15 IP 177.90.187.100 alive status: false
2025/09/11 13:39:15 IP 35.168.66.139 alive status: false
2025/09/11 13:39:15 IP 35.62.30.198 alive status: false
2025/09/11 13:39:15 IP 251.37.84.213 alive status: false
2025/09/11 13:39:15 IP 195.203.107.73 alive status: false
2025/09/11 13:39:15 IP 13.120.35.184 alive status: false
2025/09/11 13:39:15 IP 74.182.149.193 alive status: false
2025/09/11 13:39:15 IP 186.104.223.97 alive status: false
2025/09/11 13:39:15 IP 144.105.44.73 alive status: false
2025/09/11 13:39:15 IP 194.65.20.105 alive status: false
2025/09/11 13:39:15 IP 44.52.121.248 alive status: false
2025/09/11 13:39:15 IP 169.146.32.216 alive status: false
2025/09/11 13:39:15 IP 203.251.214.163 alive status: false
2025/09/11 13:39:15 IP 241.3.11.140 alive status: false
2025/09/11 13:39:15 IP 176.113.21.43 alive status: false
2025/09/11 13:39:15 IP 115.247.135.210 alive status: false
2025/09/11 13:39:15 IP 135.55.162.119 alive status: false
2025/09/11 13:39:15 IP 100.96.164.243 alive status: false
2025/09/11 13:39:15 IP 84.27.233.147 alive status: false
2025/09/11 13:39:15 IP 86.235.206.170 alive status: false
2025/09/11 13:39:15 IP 214.30.76.28 alive status: false
2025/09/11 13:39:15 IP 82.162.240.29 alive status: false
2025/09/11 13:39:15 IP 89.47.95.132 alive status: false
2025/09/11 13:39:15 IP 119.18.0.41 alive status: false
2025/09/11 13:39:15 IP 12.207.76.136 alive status: false
2025/09/11 13:39:15 IP 189.98.203.235 alive status: false
2025/09/11 13:39:15 IP 137.159.101.79 alive status: false
2025/09/11 13:39:15 IP 146.247.122.237 alive status: false
2025/09/11 13:39:15 IP 16.119.135.205 alive status: false
2025/09/11 13:39:15 IP 225.35.80.172 alive status: false
2025/09/11 13:39:15 IP 161.247.144.223 alive status: false
2025/09/11 13:39:15 IP 127.170.123.238 alive status: false
2025/09/11 13:39:15 IP 27.239.11.38 alive status: false
2025/09/11 13:39:15 IP 133.227.166.134 alive status: false
2025/09/11 13:39:15 IP 186.109.141.47 alive status: false
2025/09/11 13:39:15 IP 68.167.240.239 alive status: false
2025/09/11 13:39:15 IP 98.189.68.63 alive status: false
2025/09/11 13:39:15 IP 92.226.29.39 alive status: false
2025/09/11 13:39:15 IP 165.129.90.157 alive status: false
2025/09/11 13:39:15 IP 73.101.132.135 alive status: false
2025/09/11 13:39:15 IP 152.231.50.85 alive status: false
2025/09/11 13:39:15 IP 71.98.58.24 alive status: false
2025/09/11 13:39:15 IP 132.65.66.62 alive status: false
2025/09/11 13:39:15 IP 188.97.120.97 alive status: false
2025/09/11 13:39:15 IP 134.5.176.190 alive status: false
2025/09/11 13:39:15 IP 181.7.9.154 alive status: false
2025/09/11 13:39:15 IP 94.153.222.165 alive status: false
2025/09/11 13:39:15 IP 61.23.148.56 alive status: false
2025/09/11 13:39:15 IP 13.234.18.76 alive status: false
2025/09/11 13:39:15 IP 34.218.187.188 alive status: false
2025/09/11 13:39:15 IP 11.191.26.35 alive status: false
2025/09/11 13:39:15 IP 57.205.103.63 alive status: false
2025/09/11 13:39:15 IP 209.219.162.66 alive status: false
2025/09/11 13:39:15 IP 106.149.108.26 alive status: false
2025/09/11 13:39:15 IP 229.230.163.15 alive status: false
2025/09/11 13:39:15 IP 197.34.91.236 alive status: false
2025/09/11 13:39:15 IP 168.246.22.23 alive status: false
2025/09/11 13:39:15 IP 101.3.66.191 alive status: false
2025/09/11 13:39:15 IP 137.238.221.148 alive status: false
2025/09/11 13:39:15 IP 155.76.144.217 alive status: false
2025/09/11 13:39:15 IP 23.193.38.1 alive status: false
2025/09/11 13:39:15 IP 123.86.103.187 alive status: false
2025/09/11 13:39:15 IP 200.197.105.35 alive status: false
2025/09/11 13:39:15 IP 150.160.51.201 alive status: false
2025/09/11 13:39:15 IP 204.38.195.238 alive status: false
2025/09/11 13:39:15 IP 11.191.227.226 alive status: false
2025/09/11 13:39:15 IP 159.40.28.215 alive status: false
2025/09/11 13:39:15 IP 40.239.128.78 alive status: false
2025/09/11 13:39:15 IP 190.203.83.186 alive status: false
2025/09/11 13:39:15 IP 126.218.17.137 alive status: false
2025/09/11 13:39:15 IP 157.57.78.139 alive status: false
2025/09/11 13:39:15 IP 126.66.7.34 alive status: false
2025/09/11 13:39:15 IP 131.140.242.154 alive status: false
2025/09/11 13:39:15 IP 204.45.47.146 alive status: false
2025/09/11 13:39:15 IP 74.217.20.168 alive status: false
2025/09/11 13:39:15 IP 99.212.88.14 alive status: false
2025/09/11 13:39:15 IP 110.59.98.134 alive status: false
2025/09/11 13:39:15 IP 204.224.227.15 alive status: false
2025/09/11 13:39:15 IP 181.19.49.129 alive status: false
2025/09/11 13:39:15 IP 147.156.169.154 alive status: false
2025/09/11 13:39:15 IP 7.132.190.171 alive status: false
2025/09/11 13:39:15 IP 43.239.50.152 alive status: false
2025/09/11 13:39:15 IP 228.85.79.244 alive status: false
2025/09/11 13:39:15 IP 102.102.226.215 alive status: false
2025/09/11 13:39:15 IP 87.1.233.96 alive status: false
2025/09/11 13:39:15 IP 32.194.203.151 alive status: false
2025/09/11 13:39:15 IP 230.27.57.34 alive status: false
2025/09/11 13:39:15 IP 255.22.14.138 alive status: false
2025/09/11 13:39:15 IP 194.250.102.79 alive status: false
2025/09/11 13:39:15 IP 171.88.180.205 alive status: false
2025/09/11 13:39:15 IP 120.125.47.202 alive status: false
2025/09/11 13:39:15 IP 225.81.114.66 alive status: false
2025/09/11 13:39:15 IP 108.13.186.77 alive status: false
2025/09/11 13:39:15 IP 166.33.76.42 alive status: false
2025/09/11 13:39:15 IP 185.41.8.201 alive status: false
2025/09/11 13:39:15 IP 205.79.158.152 alive status: false
2025/09/11 13:39:15 IP 245.149.253.100 alive status: false
2025/09/11 13:39:15 IP 59.157.119.107 alive status: false
2025/09/11 13:39:15 IP 164.246.151.107 alive status: false
2025/09/11 13:39:15 IP 55.37.178.204 alive status: false
2025/09/11 13:39:15 IP 8.211.229.6 alive status: false
2025/09/11 13:39:15 IP 61.35.166.60 alive status: false
2025/09/11 13:39:15 IP 117.241.212.42 alive status: false
2025/09/11 13:39:15 IP 251.230.28.95 alive status: false
2025/09/11 13:39:15 IP 27.223.115.74 alive status: false
2025/09/11 13:39:15 IP 155.140.227.74 alive status: false
2025/09/11 13:39:15 IP 203.16.123.177 alive status: false
2025/09/11 13:39:15 IP 206.183.251.91 alive status: false
2025/09/11 13:39:15 IP 99.193.30.61 alive status: false
2025/09/11 13:39:15 IP 174.192.221.78 alive status: false
2025/09/11 13:39:15 IP 196.63.197.148 alive status: false
2025/09/11 13:39:15 IP 72.59.85.64 alive status: false
2025/09/11 13:39:15 IP 53.186.206.148 alive status: false
2025/09/11 13:39:15 IP 229.62.45.242 alive status: false
2025/09/11 13:39:15 IP 156.213.57.47 alive status: false
2025/09/11 13:39:15 IP 67.191.62.200 alive status: false
2025/09/11 13:39:15 IP 196.6.9.3 alive status: false
2025/09/11 13:39:15 IP 230.130.246.35 alive status: false
2025/09/11 13:39:15 IP 148.100.248.19 alive status: false
2025/09/11 13:39:15 IP 62.212.250.148 alive status: false
2025/09/11 13:39:15 IP 187.158.170.118 alive status: false
2025/09/11 13:39:15 IP 36.255.207.215 alive status: false
2025/09/11 13:39:15 IP 146.14.112.104 alive status: false
2025/09/11 13:39:15 IP 223.54.242.52 alive status: false
2025/09/11 13:39:15 IP 244.254.162.126 alive status: false
2025/09/11 13:39:15 IP 67.147.180.152 alive status: false
2025/09/11 13:39:15 IP 63.221.49.95 alive status: false
2025/09/11 13:39:15 IP 167.189.201.92 alive status: false
2025/09/11 13:39:15 IP 182.200.166.246 alive status: false
2025/09/11 13:39:15 IP 4.55.193.174 alive status: false
2025/09/11 13:39:15 IP 174.128.181.187 alive status: false
2025/09/11 13:39:15 IP 34.240.71.131 alive status: false
2025/09/11 13:39:15 IP 189.45.56.122 alive status: false
2025/09/11 13:39:15 IP 2.62.63.234 alive status: false
2025/09/11 13:39:15 IP 32.136.3.86 alive status: false
2025/09/11 13:39:15 IP 80.17.207.245 alive status: false
2025/09/11 13:39:15 IP 27.120.76.230 alive status: false
2025/09/11 13:39:15 IP 219.120.179.117 alive status: false
2025/09/11 13:39:15 IP 239.60.177.92 alive status: false
2025/09/11 13:39:15 IP 211.215.32.255 alive status: false
2025/09/11 13:39:15 IP 5.141.242.124 alive status: false
2025/09/11 13:39:15 IP 61.35.80.164 alive status: false
2025/09/11 13:39:15 IP 56.76.1.239 alive status: false
2025/09/11 13:39:15 IP 64.243.163.81 alive status: false
2025/09/11 13:39:15 IP 52.167.69.59 alive status: false
2025/09/11 13:39:15 IP 11.227.229.248 alive status: false
2025/09/11 13:39:15 IP 107.74.205.213 alive status: false
2025/09/11 13:39:15 IP 66.67.203.93 alive status: false
2025/09/11 13:39:15 IP 87.207.203.29 alive status: false
2025/09/11 13:39:15 IP 125.57.6.101 alive status: false
2025/09/11 13:39:15 IP 205.247.42.252 alive status: false
2025/09/11 13:39:15 IP 97.48.120.89 alive status: false
2025/09/11 13:39:15 IP 32.109.228.222 alive status: false
2025/09/11 13:39:15 IP 125.204.239.180 alive status: false
2025/09/11 13:39:15 IP 228.118.153.63 alive status: false
2025/09/11 13:39:15 IP 166.211.54.161 alive status: false
2025/09/11 13:39:15 IP 253.39.91.157 alive status: false
2025/09/11 13:39:15 IP 208.81.12.175 alive status: false
2025/09/11 13:39:15 IP 115.97.115.84 alive status: false
2025/09/11 13:39:15 IP 234.123.161.117 alive status: false
2025/09/11 13:39:15 IP 217.33.95.31 alive status: false
2025/09/11 13:39:15 IP 180.139.8.22 alive status: false
2025/09/11 13:39:15 IP 254.83.103.216 alive status: false
2025/09/11 13:39:15 IP 175.132.25.232 alive status: false
2025/09/11 13:39:15 IP 63.148.86.232 alive status: false
2025/09/11 13:39:15 IP 220.149.100.248 alive status: false
2025/09/11 13:39:15 IP 50.122.128.34 alive status: false
2025/09/11 13:39:15 IP 48.129.139.250 alive status: false
2025/09/11 13:39:15 IP 81.195.248.233 alive status: false
2025/09/11 13:39:15 IP 56.0.236.201 alive status: false
2025/09/11 13:39:15 IP 246.158.31.18 alive status: false
2025/09/11 13:39:15 IP 2.176.238.53 alive status: false
2025/09/11 13:39:15 IP 111.20.103.30 alive status: false
2025/09/11 13:39:15 IP 47.220.205.215 alive status: false
2025/09/11 13:39:15 IP 131.182.107.105 alive status: false
2025/09/11 13:39:15 IP 158.52.104.199 alive status: false
2025/09/11 13:39:15 IP 133.191.152.9 alive status: false
2025/09/11 13:39:15 IP 217.224.50.39 alive status: false
2025/09/11 13:39:15 IP 142.139.152.215 alive status: false
2025/09/11 13:39:15 IP 44.164.191.8 alive status: false
2025/09/11 13:39:15 IP 71.26.234.41 alive status: false
2025/09/11 13:39:15 IP 134.245.68.106 alive status: false
2025/09/11 13:39:15 IP 8.136.31.78 alive status: false
2025/09/11 13:39:15 IP 234.155.160.187 alive status: false
2025/09/11 13:39:15 IP 34.148.199.216 alive status: false
2025/09/11 13:39:15 IP 100.67.200.177 alive status: false
2025/09/11 13:39:15 IP 81.192.195.230 alive status: false
2025/09/11 13:39:15 IP 31.247.64.67 alive status: false
2025/09/11 13:39:15 IP 43.2.190.197 alive status: false
2025/09/11 13:39:15 IP 199.193.52.49 alive status: false
2025/09/11 13:39:15 IP 239.112.20.169 alive status: false
2025/09/11 13:39:15 IP 72.191.81.57 alive status: false
2025/09/11 13:39:15 IP 150.124.214.31 alive status: false
2025/09/11 13:39:15 IP 214.32.250.36 alive status: false
2025/09/11 13:39:15 IP 73.48.163.146 alive status: false
2025/09/11 13:39:15 IP 9.150.100.175 alive status: false
2025/09/11 13:39:15 IP 48.49.244.188 alive status: false
2025/09/11 13:39:15 IP 209.158.255.7 alive status: false
2025/09/11 13:39:15 IP 46.202.130.101 alive status: false
2025/09/11 13:39:15 IP 183.21.7.193 alive status: false
2025/09/11 13:39:15 IP 114.27.225.139 alive status: false
2025/09/11 13:39:15 IP 226.104.165.59 alive status: false
2025/09/11 13:39:15 IP 188.198.216.170 alive status: false
2025/09/11 13:39:15 IP 236.54.125.12 alive status: false
2025/09/11 13:39:15 IP 156.228.110.218 alive status: false
2025/09/11 13:39:15 IP 93.167.17.218 alive status: false
2025/09/11 13:39:15 IP 2.248.214.81 alive status: false
2025/09/11 13:39:15 IP 108.156.141.196 alive status: false
2025/09/11 13:39:15 IP 111.203.223.17 alive status: false
2025/09/11 13:39:15 IP 83.250.94.116 alive status: false
2025/09/11 13:39:15 IP 45.123.145.249 alive status: false
2025/09/11 13:39:15 IP 68.82.199.115 alive status: false
2025/09/11 13:39:15 IP 126.10.62.186 alive status: false
2025/09/11 13:39:15 IP 55.158.120.146 alive status: false
2025/09/11 13:39:15 IP 31.223.8.199 alive status: false
2025/09/11 13:39:15 IP 229.226.128.232 alive status: false
2025/09/11 13:39:15 IP 32.136.37.254 alive status: false
2025/09/11 13:39:15 IP 138.169.231.174 alive status: false
2025/09/11 13:39:15 IP 2.0.170.33 alive status: false
